Date,Open,High,Low,Close,Adj Close,Volume
2020-07-29,5111.109863,5149.629883,5091.399902,5149.629883,5149.629883,80750000
2020-07-30,5111.112793,5149.626953,5091.399902,5149.626953,5149.626953,80749900
2020-08-03,5149.626953,5157.272949,4928.467773,5006.223145,5006.223145,83815200
2020-08-04,5006.223145,5075.001953,5006.223145,5075.001953,5075.001953,73766600
2020-08-05,5075.001953,5127.050781,5059.088867,5127.050781,5127.050781,84611300
2020-08-06,5127.050781,5187.963867,5127.050781,5178.271973,5178.271973,90452400
2020-08-07,5178.271973,5187.374023,5119.683105,5143.893066,5143.893066,91282400
2020-08-10,5157.833984,5157.833984,5157.833984,5157.833984,5157.833984,0
2020-08-11,5157.930176,5201.450195,5157.930176,5190.169922,5190.169922,88400000
2020-08-12,5190.166016,5235.520020,5178.458984,5233.452148,5233.452148,96807400
2020-08-13,5233.452148,5279.349121,5218.413086,5239.250000,5239.250000,84601700
2020-08-14,5239.250000,5255.374023,5221.919922,5247.689941,5247.689941,70397600
2020-08-18,5247.689941,5316.132813,5243.995117,5295.173828,5295.173828,95642400
2020-08-19,5295.173828,5327.315918,5268.506836,5272.810059,5272.810059,92676400
2020-08-24,5272.810059,5294.153809,5261.408203,5277.041016,5277.041016,138410800
2020-08-25,5277.041016,5341.376953,5276.957031,5338.888184,5338.888184,146510200
2020-08-26,5338.888184,5351.471191,5324.612793,5340.328125,5340.328125,137729200
2020-08-27,5340.328125,5371.472168,5325.487793,5371.472168,5371.472168,134549700
2020-08-28,5371.472168,5381.948242,5325.604980,5346.659180,5346.659180,107955900
2020-08-31,5346.659180,5369.446777,5233.143066,5238.486816,5238.486816,124088000
2020-09-01,5238.486816,5310.679199,5219.208008,5310.679199,5310.679199,90465800
2020-09-02,5310.679199,5337.099121,5295.276855,5311.970215,5311.970215,121613800
2020-09-03,5311.970215,5331.167969,5242.171875,5280.812988,5280.812988,136923000
2020-09-04,5280.812988,5280.812988,5188.608887,5239.851074,5239.851074,95095800
2020-09-07,5235.009766,5245.349121,5195.865234,5230.195801,5230.195801,80111600
2020-09-08,5232.917969,5256.305176,5232.917969,5244.071777,5244.071777,103353200
2020-09-09,5214.032227,5216.020020,5135.812012,5149.375977,5149.375977,101220300
2020-09-10,5084.326172,5084.483887,4878.279785,4891.460938,4891.460938,82384700
2020-09-11,4804.644043,5016.711914,4754.798828,5016.711914,5016.711914,125812400
2020-09-14,5060.023926,5161.828125,5059.267090,5161.828125,5161.828125,109865600
2020-09-15,5169.245117,5187.278809,5091.293945,5100.865234,5100.865234,113645500
2020-09-16,5108.127930,5117.287109,5051.753906,5058.481934,5058.481934,88769100
2020-09-17,5058.950195,5099.577148,5013.186035,5038.400879,5038.400879,85305000
2020-09-18,5037.369141,5072.680176,5023.443848,5059.223145,5059.223145,105751600
2020-09-21,5058.990234,5075.818848,4987.748047,4999.359863,4999.359863,106452100
2020-09-22,4947.730957,4978.440918,4919.109863,4934.092773,4934.092773,74792200
2020-09-23,4946.502930,4984.238770,4873.020996,4917.955078,4917.955078,70609200
2020-09-24,4876.351074,4897.336914,4820.331055,4842.755859,4842.755859,65673400
2020-09-25,4867.962891,4949.303223,4848.024902,4945.791016,4945.791016,88843900
2020-09-28,4962.953125,4991.762207,4905.511230,4906.547852,4906.547852,83772300
2020-09-29,4929.333008,4950.967773,4859.786133,4879.098145,4879.098145,86481700
2020-09-30,4896.432129,4903.863770,4841.361816,4870.039063,4870.039063,85378000
2020-10-01,4899.644043,4970.094238,4898.997070,4970.094238,4970.094238,96362100
2020-10-02,4969.245117,4972.823242,4881.913086,4926.733887,4926.733887,88815300
2020-10-05,4947.040039,4962.792969,4915.685059,4958.769043,4958.769043,70868100
2020-10-06,5004.395996,5023.894043,4992.481934,4999.221191,4999.221191,108547800
2020-10-07,4976.567871,5014.609863,4962.089844,5004.327148,5004.327148,92870700
2020-10-08,5018.736816,5039.142090,5001.519043,5039.142090,5039.142090,80288700
2020-10-09,5036.476074,5057.835938,5029.151855,5053.663086,5053.663086,69016600
2020-10-12,5078.128906,5103.502930,5078.128906,5093.099121,5093.099121,91642100
2020-10-13,5093.421875,5132.958984,5064.170898,5132.571777,5132.571777,110621000
2020-10-14,5134.662109,5177.924805,5125.044922,5176.099121,5176.099121,119876700
2020-10-15,5172.590820,5182.530762,5105.149902,5105.149902,5105.149902,110523700
2020-10-16,5111.434082,5115.558105,5067.588867,5103.414063,5103.414063,92480400
2020-10-19,5116.757813,5128.651855,5090.776855,5126.330078,5126.330078,111112200
2020-10-20,5120.913086,5135.078125,5080.956055,5099.839844,5099.839844,88592600
2020-10-21,5116.790039,5131.506836,5083.660156,5096.445801,5096.445801,104786700
2020-10-22,5084.790039,5093.825195,5063.696777,5091.815918,5091.815918,122922500
2020-10-23,5112.787109,5121.020020,5095.506836,5112.187988,5112.187988,95498300
2020-10-26,5113.148926,5158.265137,5113.022949,5144.048828,5144.048828,103314100
2020-10-27,5133.537109,5155.565918,5110.618164,5128.225098,5128.225098,107122400
2020-11-02,5108.028809,5130.686035,5073.500000,5115.127930,5115.127930,97646200
2020-11-03,5133.981934,5162.347168,5131.949219,5159.452148,5159.452148,101351100
2020-11-04,5170.823242,5188.008789,5105.199219,5105.199219,5105.199219,103974300
2020-11-05,5161.390137,5260.326172,5161.390137,5260.326172,5260.326172,108832000
2020-11-06,5276.164063,5335.528809,5246.701172,5335.528809,5335.528809,104732100
2020-11-09,5371.971191,5395.711914,5319.419922,5356.004883,5356.004883,121516500
2020-11-10,5424.731934,5469.183105,5412.594238,5462.738770,5462.738770,149596500
2020-11-11,5475.564941,5520.908203,5471.591797,5509.513184,5509.513184,165238700
2020-11-12,5494.484863,5500.416016,5449.796875,5458.602051,5458.602051,119777900
2020-11-13,5449.101074,5466.563965,5427.631836,5461.058105,5461.058105,113428800
2020-11-16,5500.034180,5519.679199,5462.459961,5494.872070,5494.872070,119907500
2020-11-17,5516.580078,5562.537109,5515.519043,5529.939941,5529.939941,146811400
2020-11-18,5530.875977,5574.728027,5530.875977,5557.518066,5557.518066,140753000
2020-11-19,5541.421875,5598.523926,5541.313965,5594.059082,5594.059082,166665200
2020-11-20,5602.783203,5628.441895,5563.654785,5571.655762,5571.655762,215797300
2020-11-23,5583.330078,5652.764160,5583.330078,5652.764160,5652.764160,189943100
2020-11-24,5677.299805,5710.380859,5667.368164,5701.028809,5701.028809,240469400
2020-11-25,5735.136230,5770.661133,5666.764160,5679.247070,5679.247070,325423300
2020-11-26,5669.664063,5759.916016,5669.664063,5759.916016,5759.916016,248292500
2020-11-27,5773.555176,5795.835938,5745.884766,5783.334961,5783.334961,251434900
2020-11-30,5779.670898,5798.291992,5563.861816,5612.415039,5612.415039,319900500
2020-12-01,5637.894043,5736.318848,5594.277832,5724.742188,5724.742188,209477700
2020-12-02,5755.175781,5813.986816,5734.261230,5813.986816,5813.986816,219110200
2020-12-03,5833.323242,5853.155762,5797.013184,5822.941895,5822.941895,238397400
2020-12-04,5820.819824,5823.324219,5775.569824,5810.482910,5810.482910,173857900
2020-12-07,5854.303223,5941.352051,5854.303223,5930.758789,5930.758789,226790300
2020-12-08,5947.658203,5961.778809,5911.098145,5944.409180,5944.409180,294205100
2020-12-10,5976.999023,6004.422852,5911.914063,5933.698242,5933.698242,264587600
2020-12-11,5946.358887,5976.568848,5924.371094,5938.329102,5938.329102,217654500
2020-12-14,5959.274902,6013.951172,5959.274902,6012.516113,6012.516113,226876100
2020-12-15,6013.511230,6023.214844,5965.805176,6010.127930,6010.127930,194411200
2020-12-16,6046.866211,6123.953125,6046.866211,6118.401855,6118.401855,291042900
2020-12-17,6133.096191,6160.977051,6075.832031,6113.381836,6113.381836,321737000
2020-12-18,6106.250977,6142.857910,6091.397949,6104.324219,6104.324219,257981400
2020-12-21,6131.623047,6195.153809,6119.917969,6165.624023,6165.624023,238612700
2020-12-22,6146.645996,6174.458984,6010.210938,6023.289063,6023.289063,250085200
2020-12-23,6061.848145,6104.354980,5853.261230,6008.708984,6008.708984,203528500
2020-12-28,6067.000000,6095.007813,5979.904785,6093.554199,6093.554199,180855700
2020-12-29,6112.720215,6143.870117,6026.705078,6036.173828,6036.173828,175135000
2020-12-30,6052.121094,6055.970215,5962.009766,5979.073242,5979.073242,170039300
2021-01-04,5997.830078,6104.897949,5929.047852,6104.897949,6104.897949,183917000
2021-01-05,6105.793945,6145.612793,6073.416016,6137.342773,6137.342773,174687000
2021-01-06,6139.137207,6166.628906,5987.785156,6065.682129,6065.682129,199163800
2021-01-07,6091.716797,6158.037109,6090.360840,6153.632813,6153.632813,227517900
2021-01-08,6190.948242,6275.742188,6190.101074,6257.834961,6257.834961,221751300
2021-01-11,6278.413086,6382.937012,6278.374023,6382.937012,6382.937012,297901100
2021-01-12,6393.902832,6435.959961,6353.307129,6395.668945,6395.668945,279603400
2021-01-13,6439.934082,6464.350098,6393.898926,6435.205078,6435.205078,343008100
2021-01-14,6445.900879,6465.532227,6407.569824,6428.314941,6428.314941,344812000
2021-01-15,6447.984863,6472.312012,6341.250977,6373.412109,6373.412109,262275900
2021-01-18,6365.025879,6428.314941,6316.875000,6389.833984,6389.833984,337569400
2021-01-19,6421.860840,6434.842773,6288.978027,6321.855957,6321.855957,223716900
2021-01-20,6334.512207,6440.796875,6299.392090,6429.757813,6429.757813,190944100
2021-01-21,6476.094238,6504.992188,6399.666016,6413.892090,6413.892090,171080400
2021-01-22,6419.573242,6428.497070,6283.312988,6307.126953,6307.126953,157918500
2021-01-25,6322.519043,6322.727051,6148.307129,6258.571777,6258.571777,154806200
2021-01-26,6252.713867,6269.665039,6123.008789,6140.170898,6140.170898,172159800
2021-01-27,6153.078125,6154.604980,5998.898926,6109.167969,6109.167969,181402600
2021-01-28,6065.788086,6123.460938,5957.551758,5979.387207,5979.387207,157336200
2021-01-29,6010.342773,6068.127930,5825.291992,5862.352051,5862.352051,147664800
2021-02-01,5856.776855,6070.734863,5735.469238,6067.544922,6067.544922,208886800
2021-02-02,6119.011230,6157.249023,6018.094238,6043.840820,6043.840820,227307800
2021-02-03,6096.583984,6137.681152,6047.412109,6077.745117,6077.745117,153874400
2021-02-04,6111.757813,6179.368164,6069.549805,6107.215820,6107.215820,148241900
2021-02-05,6136.393066,6151.729004,6090.980957,6151.729004,6151.729004,134669100
2021-02-08,6193.550781,6224.414063,6180.731934,6208.866211,6208.866211,161586900
2021-02-09,6232.102051,6286.291016,6157.134766,6181.671875,6181.671875,175273400
2021-02-10,6198.032227,6216.938965,6168.013184,6201.828125,6201.828125,122608700
2021-02-11,6221.633789,6232.850098,6194.009766,6222.520996,6222.520996,104014000
2021-02-15,6244.384766,6283.415039,6244.384766,6270.324219,6270.324219,123956100
2021-02-16,6291.007813,6308.811035,6274.353027,6292.395996,6292.395996,144173700
2021-02-17,6292.970215,6314.555176,6209.314941,6227.728027,6227.728027,169907100
2021-02-18,6230.356934,6281.357910,6200.308105,6200.308105,6200.308105,167455200
2021-02-19,6196.898926,6231.932129,6173.594238,6231.932129,6231.932129,133625600
2021-02-22,6267.024902,6312.873047,6255.312012,6255.312012,6255.312012,145005700
2021-02-23,6267.454102,6279.143066,6241.951172,6272.807129,6272.807129,126272800
2021-02-24,6283.794922,6294.140137,6223.648926,6251.054199,6251.054199,152221800
2021-02-25,6280.727051,6309.757813,6274.497070,6289.645996,6289.645996,237490100
2021-02-26,6246.316895,6302.394043,6184.517090,6241.795898,6241.795898,219493200
2021-03-01,6281.856934,6339.008789,6261.559082,6338.513184,6338.513184,173079500
2021-03-02,6367.438965,6388.121094,6329.498047,6359.205078,6359.205078,180676700
2021-03-03,6378.797852,6394.452148,6334.244141,6376.756836,6376.756836,242358700
2021-03-04,6355.375977,6369.411133,6270.107910,6290.798828,6290.798828,238207200
2021-03-05,6263.043945,6307.683105,6245.308105,6258.749023,6258.749023,153557700
2021-03-08,6304.000000,6325.515137,6239.049805,6248.464844,6248.464844,155718400
2021-03-09,6258.669922,6267.423828,6167.717773,6199.646973,6199.646973,188106700
2021-03-10,6233.616211,6276.158203,6225.455078,6264.679199,6264.679199,121957600
2021-03-12,6316.880859,6364.356934,6298.522949,6358.208984,6358.208984,186241800
2021-03-15,6374.762207,6387.735840,6324.258789,6324.258789,6324.258789,137895500
2021-03-16,6347.188965,6355.411133,6296.896973,6309.699219,6309.699219,155061500
2021-03-17,6318.068848,6321.336914,6268.838867,6277.228027,6277.228027,138044900
2021-03-18,6309.575195,6358.425781,6307.000000,6347.829102,6347.829102,149718200
2021-03-19,6346.008789,6356.160156,6307.101074,6356.160156,6356.160156,162089200
2021-03-22,6346.794922,6354.938965,6290.021973,6301.130859,6301.130859,128638500
2021-03-23,6331.698242,6342.129883,6245.991211,6252.711914,6252.711914,173805000
2021-03-24,6231.712891,6239.546875,6143.380859,6156.140137,6156.140137,138290000
2021-03-25,6159.619141,6176.426758,6058.842773,6122.875977,6122.875977,147353000
2021-03-26,6141.605957,6195.562012,6106.078125,6195.562012,6195.562012,124284100
2021-03-29,6205.568848,6230.990234,6165.553223,6166.817871,6166.817871,114609800
2021-03-30,6163.721191,6170.668945,6046.467773,6071.441895,6071.441895,118686600
2021-03-31,6062.950195,6066.836914,5892.645020,5985.521973,5985.521973,123071400
2021-04-01,5988.022949,6020.164063,5960.816895,6011.456055,6011.456055,106367400
2021-04-05,6040.055176,6051.621094,5964.483887,5970.286133,5970.286133,122053600
2021-04-06,5973.986816,6008.504883,5944.420898,6002.770020,6002.770020,126386100
2021-04-07,6011.958008,6040.456055,5982.066895,6036.616211,6036.616211,141523800
2021-04-08,6035.037109,6073.914063,6030.286133,6071.724121,6071.724121,169546400
2021-04-09,6101.723145,6113.155762,6070.208984,6070.208984,6070.208984,161275600
2021-04-12,6080.791992,6088.828125,5942.713867,5948.568848,5948.568848,130244200
2021-04-13,5944.525879,5957.611816,5883.523926,5927.435059,5927.435059,107375400
2021-04-14,5964.029785,6050.275879,5962.316895,6050.275879,6050.275879,141883200
2021-04-15,6057.610840,6079.500977,6029.153809,6079.500977,6079.500977,132167700
2021-04-16,6102.377930,6115.620117,6062.921875,6086.257813,6086.257813,158024500
2021-04-19,6084.785156,6096.995117,6031.832031,6052.540039,6052.540039,159845500
2021-04-20,6029.992188,6045.693848,5997.948242,6038.321777,6038.321777,106712400
2021-04-21,6010.268066,6025.500000,5989.983887,5993.242188,5993.242188,117327800
2021-04-22,6004.793945,6024.937988,5980.455078,5994.184082,5994.184082,139778300
2021-04-23,6000.912109,6027.059082,5973.247070,6016.863770,6016.863770,151530300
2021-04-26,6018.339844,6027.752930,5955.618164,5964.820801,5964.820801,122797700
2021-04-27,5986.996094,6003.917969,5950.868164,5959.621094,5959.621094,122928600
2021-04-28,5959.951172,5981.895996,5953.942871,5974.479004,5974.479004,127681000
2021-04-29,6005.798828,6019.024902,5987.743164,6012.960938,6012.960938,130962400
2021-04-30,6026.527832,6033.899902,5985.021973,5995.616211,5995.616211,136841700
2021-05-03,5999.661133,6004.007813,5938.875977,5952.597168,5952.597168,152015700
2021-05-04,5955.395020,5974.682129,5932.317871,5963.819824,5963.819824,141538100
2021-05-05,5974.560059,5992.932129,5971.309082,5975.911133,5975.911133,131241100
2021-05-06,5987.065918,6005.087891,5950.899902,5970.240234,5970.240234,120448300
2021-05-07,5987.330078,5994.330078,5922.493164,5928.309082,5928.309082,121835200
2021-05-10,5942.105957,5985.372070,5941.926758,5975.787109,5975.787109,120144700
2021-05-11,5965.852051,5966.664063,5911.375977,5938.351074,5938.351074,120811100
2021-05-17,5950.137207,5958.792969,5817.707031,5833.859863,5833.859863,150604900
2021-05-18,5836.083984,5855.666992,5782.776855,5834.394043,5834.394043,160329900
2021-05-19,5817.136230,5828.210938,5752.256836,5760.583984,5760.583984,138298600
2021-05-20,5759.629883,5814.779785,5751.340820,5797.597168,5797.597168,114025600
2021-05-21,5824.109863,5838.229004,5742.038086,5773.120117,5773.120117,133703000
2021-05-24,5793.066895,5805.152832,5759.339844,5763.631836,5763.631836,141371900
2021-05-25,5772.937012,5848.554199,5769.287109,5815.839844,5815.839844,144613700
2021-05-27,5850.501953,5904.837891,5841.828125,5841.828125,5841.828125,211859200
2021-05-28,5875.270996,5891.472168,5833.342773,5848.616211,5848.616211,181542500
2021-05-31,5869.217773,5947.462891,5860.536133,5947.462891,5947.462891,169049900
2021-06-02,6002.480957,6031.578125,5991.506836,6031.578125,6031.578125,178537100
2021-06-03,6038.856934,6091.513184,6005.636230,6091.513184,6091.513184,181262300
2021-06-04,6091.129883,6103.858887,6043.856934,6065.166016,6065.166016,158659400
2021-06-07,6075.506836,6088.000000,6050.800781,6069.935059,6069.935059,200000700
2021-06-08,6071.250000,6075.886230,5992.118164,5999.369141,5999.369141,265159600
2021-06-09,5973.036133,6047.475098,5972.449219,6047.475098,6047.475098,239289300
2021-06-10,6065.925781,6111.445801,6064.933105,6107.538086,6107.538086,215823100
2021-06-11,6118.379883,6134.881836,6084.238770,6095.497070,6095.497070,196526600
2021-06-14,6110.796875,6124.872070,6071.725098,6080.383789,6080.383789,196186700
2021-06-15,6085.360840,6091.367188,6051.245117,6089.038086,6089.038086,163564500
2021-06-16,6071.438965,6114.096191,6049.575195,6078.567871,6078.567871,152950200
2021-06-17,6063.537109,6082.291992,6034.827148,6068.446777,6068.446777,205095900
2021-06-18,6065.519043,6070.416016,5944.053223,6007.120117,6007.120117,238006900
2021-06-21,5959.964844,6021.494141,5884.917969,5996.252930,5996.252930,159997500
2021-06-22,6006.665039,6118.861816,6006.665039,6087.841797,6087.841797,151167900
2021-06-23,6095.895020,6130.096191,6034.542969,6034.542969,6034.542969,199578400
2021-06-24,6052.080078,6060.488770,6003.196777,6012.056152,6012.056152,168548200
2021-06-25,6027.220215,6067.791016,6019.404785,6022.398926,6022.398926,172441600
2021-06-28,6015.278809,6030.890137,5939.471191,5939.471191,5939.471191,145849200
2021-06-29,5944.242188,5992.863770,5913.590820,5949.049805,5949.049805,188801800
2021-06-30,5950.433105,6011.256836,5950.423828,5985.488770,5985.488770,203167100
2021-07-01,6001.121094,6039.034180,5969.099121,6005.958008,6005.958008,140966500
2021-07-02,6020.074219,6043.432129,6014.871094,6023.007813,6023.007813,146766100
2021-07-05,6024.165039,6036.979004,5985.354004,6005.608887,6005.608887,131732000
2021-07-06,6015.581055,6054.607910,6013.062012,6047.110840,6047.110840,161021000
2021-07-07,6062.769043,6066.994141,6022.305176,6044.037109,6044.037109,165513600
2021-07-08,6052.804199,6080.222168,6028.607910,6039.895996,6039.895996,159513500
2021-07-09,6037.003906,6060.541016,6026.547852,6039.844238,6039.844238,136425200
2021-07-12,6060.054199,6097.120117,6055.985840,6078.567871,6078.567871,135385400
2021-07-13,6097.229004,6114.286133,6004.821777,6012.032227,6012.032227,172635900
2021-07-14,6008.241211,6013.041992,5947.618164,5979.214844,5979.214844,138499900
2021-07-15,5986.649902,6046.753906,5982.804199,6046.753906,6046.753906,141035200
2021-07-16,6063.421875,6079.139160,6051.757813,6072.509766,6072.509766,129367700
2021-07-19,6062.965820,6063.646973,6015.148926,6017.394043,6017.394043,123010800
2021-07-21,6034.571777,6053.192871,6020.863770,6029.976074,6029.976074,153050600
2021-07-22,6057.541016,6137.546875,6057.541016,6137.546875,6137.546875,178417800
2021-07-23,6145.761230,6166.305176,6090.603027,6101.689941,6101.689941,143269200
2021-07-26,6109.030762,6137.045898,6091.015137,6106.394043,6106.394043,156210200
2021-07-27,6120.929199,6144.584961,6068.512207,6097.048828,6097.048828,179173700
2021-07-28,6094.541016,6116.504883,6074.867188,6088.522949,6088.522949,161217600
2021-07-29,6106.611816,6135.349121,6096.502930,6120.727051,6120.727051,178890400
2021-07-30,6136.368164,6160.462891,6069.839844,6070.039063,6070.039063,193641700
2021-08-02,6098.007813,6112.829102,6048.101074,6096.542969,6096.542969,216299000
2021-08-03,6107.996094,6142.515137,6105.109863,6130.570801,6130.570801,226801300
2021-08-04,6142.475098,6163.814941,6112.720215,6159.035156,6159.035156,271201100
2021-08-05,6174.607910,6218.645996,6173.574219,6205.416992,6205.416992,268332500
2021-08-06,6223.833984,6263.539063,6190.856934,6203.431152,6203.431152,245459900
2021-08-09,6203.747070,6239.015137,6110.546875,6127.456055,6127.456055,293622300
2021-08-10,6139.339844,6147.765137,6042.475098,6088.408203,6088.408203,205029900
2021-08-12,6092.245117,6139.808105,6051.852051,6139.651855,6139.651855,206955800
2021-08-13,6154.051758,6179.895996,6113.263184,6139.492188,6139.492188,163739300
2021-08-16,6144.942871,6147.304199,6056.736816,6087.913086,6087.913086,171745600
2021-08-18,6109.561035,6136.282227,6040.603027,6118.149902,6118.149902,208983000
2021-08-19,6110.549805,6111.012207,5958.043945,5992.321777,5992.321777,214361500
2021-08-20,5988.757813,6030.771973,5938.407227,6030.771973,6030.771973,200995800
2021-08-23,6037.700195,6109.828125,6037.700195,6109.828125,6109.828125,193786700
2021-08-24,6114.666992,6138.497070,6053.573242,6089.497070,6089.497070,238973300
2021-08-25,6094.145020,6131.910156,6093.095215,6113.240234,6113.240234,214295900
2021-08-26,6107.040039,6119.657227,6034.049805,6058.080078,6058.080078,172987800
2021-08-27,6052.827148,6066.491211,6021.954102,6041.366211,6041.366211,156989800
